Disease	pathway	sex	alteration	colors	id
K12	ncam signaling for neurite out growth	women	up	#B6453A	5
K12	ncam1 interactions	women	up	#B6453A	5
K12	runx2 regulates bone development	women	up	#B6453A	5
K12	o glycosylation of tsr domain containing proteins	women	up	#B6453A	5
K12	formation of fibrin clot clotting cascade	women	up	#B6453A	5
K12	interleukin 6 family signaling	women	up	#B6453A	5
K12	cell surface interactions at the vascular wall	men	up	#4A75A9	5
K12	antiviral mechanism by ifn stimulated genes	men	up	#4A75A9	5
K12	the role of gtse1 in g2 m progression after g2 checkpoint	men	up	#4A75A9	5
K12	diseases associated with glycosaminoglycan metabolism	men	up	#4A75A9	5
K12	platelet aggregation plug formation	men	up	#4A75A9	5
K12	mhc class ii antigen presentation	men	up	#4A75A9	5
K12	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	down	#B6453A	5
K12	respiratory electron transport	women	down	#B6453A	5
K12	complex i biogenesis	women	down	#B6453A	5
I21	neutrophil degranulation	men	up	#4A75A9	7
I21	rho gtpases activate nadph oxidases	men	up	#4A75A9	7
I21	toll like receptor cascades	men	up	#4A75A9	7
I21	signaling by csf3 g csf	men	up	#4A75A9	7
I21	interleukin 10 signaling	men	up	#4A75A9	7
I21	toll like receptor tlr1 tlr2 cascade	men	up	#4A75A9	7
I21	signaling by interleukins	men	up	#4A75A9	7
I21	complement cascade	men	up	#4A75A9	7
I21	signaling by insulin receptor	men	up	#4A75A9	7
I21	growth hormone receptor signaling	men	up	#4A75A9	7
I21	leishmania infection	men	up	#4A75A9	7
I21	neuronal system	men	up	#4A75A9	7
I21	eph ephrin signaling	men	up	#4A75A9	7
I21	hsp90 chaperone cycle for steroid hormone receptors shr in the presence of ligand	men	up	#4A75A9	7
I21	extracellular matrix organization	men	up	#4A75A9	7
I21	rho gtpases activate wasps and waves	men	up	#4A75A9	7
I21	signal amplification	men	up	#4A75A9	7
I21	signaling by vegf	men	up	#4A75A9	7
F31	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	down	#B6453A	8
F31	respiratory electron transport	women	down	#B6453A	8
F31	degradation of dvl	women	down	#B6453A	8
F31	scf beta trcp mediated degradation of emi1	women	down	#B6453A	8
F31	negative regulation of notch4 signaling	women	down	#B6453A	8
F31	degradation of gli1 by the proteasome	women	down	#B6453A	8
F31	fceri mediated nf kb activation	women	down	#B6453A	8
F31	the citric acid tca cycle and respiratory electron transport	women	down	#B6453A	8
F31	dectin 1 mediated noncanonical nf kb signaling	women	down	#B6453A	8
F31	defective cftr causes cystic fibrosis	women	down	#B6453A	8
F31	scf skp2 mediated degradation of p27 p21	women	down	#B6453A	8
F31	apc c mediated degradation of cell cycle proteins	women	down	#B6453A	8
F31	mitochondrial translation	women	down	#B6453A	8
F31	clec7a dectin 1 signaling	women	down	#B6453A	8
F31	cross presentation of soluble exogenous antigens endosomes	women	down	#B6453A	8
F31	regulation of ras by gaps	women	down	#B6453A	8
F31	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	women	down	#B6453A	8
F31	formation of incision complex in gg ner	women	down	#B6453A	8
F31	complex i biogenesis	women	down	#B6453A	8
F31	tcr signaling	women	down	#B6453A	8
F31	host interactions of hiv factors	women	down	#B6453A	8
F31	downstream signaling events of b cell receptor bcr	women	down	#B6453A	8
F31	nuclear events mediated by nfe2l2	women	down	#B6453A	8
F31	stabilization of p53	women	down	#B6453A	8
F31	regulation of runx3 expression and activity	women	down	#B6453A	8
F31	regulation of runx2 expression and activity	women	down	#B6453A	8
F31	auf1 hnrnp d0 binds and destabilizes mrna	women	down	#B6453A	8
F31	degradation of axin	women	down	#B6453A	8
F31	hiv infection	women	down	#B6453A	8
F31	global genome nucleotide excision repair gg ner	women	down	#B6453A	8
F31	mhc class ii antigen presentation	women	down	#B6453A	8
F31	nucleotide excision repair	women	down	#B6453A	8
F31	fc epsilon receptor fceri signaling	women	down	#B6453A	8
F31	antigen processing cross presentation	women	down	#B6453A	8
F31	orc1 removal from chromatin	women	down	#B6453A	8
F31	cyclin a cdk2 associated events at s phase entry	women	down	#B6453A	8
F31	signaling by the b cell receptor bcr	women	down	#B6453A	8
F31	degradation of beta catenin by the destruction complex	women	down	#B6453A	8
F31	g1 s dna damage checkpoints	women	down	#B6453A	8
F31	cellular response to chemical stress	women	down	#B6453A	8
F31	keap1 nfe2l2 pathway	women	down	#B6453A	8
F31	uch proteinases	women	down	#B6453A	8
F31	c type lectin receptors clrs	women	down	#B6453A	8
F31	transcription coupled nucleotide excision repair tc ner	women	down	#B6453A	8
F31	metabolism of polyamines	women	down	#B6453A	8
F31	switching of origins to a post replicative state	women	down	#B6453A	8
F31	runx1 regulates transcription of genes involved in differentiation of hscs	women	down	#B6453A	8
F31	translation	women	down	#B6453A	8
F31	mitochondrial protein import	women	down	#B6453A	8
F31	mitophagy	women	down	#B6453A	8
F31	inactivation of csf3 g csf signaling	women	down	#B6453A	8
F31	dna replication pre initiation	women	down	#B6453A	8
F31	pink1 prkn mediated mitophagy	women	down	#B6453A	8
F31	tp53 regulates metabolic genes	women	down	#B6453A	8
F31	rho gtpases activate wasps and waves	women	down	#B6453A	8
F31	synthesis of dna	women	down	#B6453A	8
F31	mapk6 mapk4 signaling	women	down	#B6453A	8
F31	regulation of mrna stability by proteins that bind au rich elements	women	down	#B6453A	8
F31	neutrophil degranulation	women	down	#B6453A	8
F31	cholesterol biosynthesis	women	down	#B6453A	8
F31	protein localization	women	down	#B6453A	8
F31	processing of capped intronless pre mrna	women	down	#B6453A	8
F31	parasite infection	women	down	#B6453A	8
F31	s phase	women	down	#B6453A	8
F31	separation of sister chromatids	women	down	#B6453A	8
F31	translesion synthesis by polh	women	down	#B6453A	8
F20	laminin interactions	women	up	#B6453A	9
F20	respiratory electron transport	women	down	#B6453A	9
F20	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	down	#B6453A	9
F20	the citric acid tca cycle and respiratory electron transport	women	down	#B6453A	9
F20	mitochondrial translation	women	down	#B6453A	9
F20	complex i biogenesis	women	down	#B6453A	9
F20	hedgehog ligand biogenesis	women	down	#B6453A	9
F20	negative regulation of notch4 signaling	women	down	#B6453A	9
F20	scf beta trcp mediated degradation of emi1	women	down	#B6453A	9
F20	cross presentation of soluble exogenous antigens endosomes	women	down	#B6453A	9
F20	degradation of gli1 by the proteasome	women	down	#B6453A	9
F20	regulation of ras by gaps	women	down	#B6453A	9
F20	defective cftr causes cystic fibrosis	women	down	#B6453A	9
F20	degradation of dvl	women	down	#B6453A	9
F20	regulation of pten stability and activity	women	down	#B6453A	9
F20	dectin 1 mediated noncanonical nf kb signaling	women	down	#B6453A	9
F20	stabilization of p53	women	down	#B6453A	9
F20	degradation of axin	women	down	#B6453A	9
F20	scf skp2 mediated degradation of p27 p21	women	down	#B6453A	9
F20	the role of gtse1 in g2 m progression after g2 checkpoint	women	down	#B6453A	9
F20	metabolism of polyamines	women	down	#B6453A	9
F20	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	women	down	#B6453A	9
F20	fceri mediated nf kb activation	women	down	#B6453A	9
F20	downstream signaling events of b cell receptor bcr	women	down	#B6453A	9
F20	orc1 removal from chromatin	women	down	#B6453A	9
F20	auf1 hnrnp d0 binds and destabilizes mrna	women	down	#B6453A	9
F20	pcp ce pathway	women	down	#B6453A	9
F20	regulation of runx2 expression and activity	women	down	#B6453A	9
F20	host interactions of hiv factors	women	down	#B6453A	9
F20	abc transporter disorders	women	down	#B6453A	9
F20	regulation of runx3 expression and activity	women	down	#B6453A	9
F20	formation of incision complex in gg ner	women	down	#B6453A	9
F20	asymmetric localization of pcp proteins	women	down	#B6453A	9
F20	runx1 regulates transcription of genes involved in differentiation of hscs	women	down	#B6453A	9
F20	hiv infection	women	down	#B6453A	9
F20	g1 s dna damage checkpoints	women	down	#B6453A	9
F20	g2 m checkpoints	women	down	#B6453A	9
F20	apc c mediated degradation of cell cycle proteins	women	down	#B6453A	9
F20	dna replication pre initiation	women	down	#B6453A	9
F20	cellular response to hypoxia	women	down	#B6453A	9
F20	uch proteinases	women	down	#B6453A	9
F20	hedgehog off state	women	down	#B6453A	9
F20	switching of origins to a post replicative state	women	down	#B6453A	9
F20	degradation of beta catenin by the destruction complex	women	down	#B6453A	9
F20	separation of sister chromatids	women	down	#B6453A	9
F20	cyclin a cdk2 associated events at s phase entry	women	down	#B6453A	9
F20	formation of tc ner pre incision complex	women	down	#B6453A	9
F20	mitochondrial protein import	women	down	#B6453A	9
F20	hedgehog on state	women	down	#B6453A	9
F20	global genome nucleotide excision repair gg ner	women	down	#B6453A	9
F20	abc family proteins mediated transport	women	down	#B6453A	9
F20	mitotic g2 g2 m phases	women	down	#B6453A	9
F20	citric acid cycle tca cycle	women	down	#B6453A	9
F20	synthesis of dna	women	down	#B6453A	9
F20	tp53 regulates metabolic genes	women	down	#B6453A	9
F20	dna damage recognition in gg ner	women	down	#B6453A	9
F20	tnfr2 non canonical nf kb pathway	women	down	#B6453A	9
F20	signaling by hedgehog	women	down	#B6453A	9
F20	dna replication	women	down	#B6453A	9
F20	vldlr internalisation and degradation	women	down	#B6453A	9
F20	nucleotide excision repair	women	down	#B6453A	9
F20	clec7a dectin 1 signaling	women	down	#B6453A	9
F20	signaling by notch4	women	down	#B6453A	9
F20	golgi to er retrograde transport	women	down	#B6453A	9
F20	regulation of mrna stability by proteins that bind au rich elements	women	down	#B6453A	9
F20	copi mediated anterograde transport	women	down	#B6453A	9
F20	fc epsilon receptor fceri signaling	women	down	#B6453A	9
F20	mapk6 mapk4 signaling	women	down	#B6453A	9
F20	signaling by the b cell receptor bcr	women	down	#B6453A	9
F20	beta catenin independent wnt signaling	women	down	#B6453A	9
F20	copi independent golgi to er retrograde traffic	women	down	#B6453A	9
F20	protein localization	women	down	#B6453A	9
F20	transcription coupled nucleotide excision repair tc ner	women	down	#B6453A	9
F20	neddylation	women	down	#B6453A	9
F20	nuclear events mediated by nfe2l2	women	down	#B6453A	9
F20	synthesis of active ubiquitin roles of e1 and e2 enzymes	women	down	#B6453A	9
F20	s phase	women	down	#B6453A	9
F20	tcr signaling	women	down	#B6453A	9
F20	mhc class ii antigen presentation	women	down	#B6453A	9
F20	pten regulation	women	down	#B6453A	9
F20	cholesterol biosynthesis	women	down	#B6453A	9
F20	protein ubiquitination	women	down	#B6453A	9
F20	antigen processing ubiquitination proteasome degradation	women	down	#B6453A	9
F20	disorders of transmembrane transporters	women	down	#B6453A	9
F20	mitophagy	women	down	#B6453A	9
F20	mrna capping	women	down	#B6453A	9
F20	translation	women	down	#B6453A	9
F20	cellular response to chemical stress	women	down	#B6453A	9
F20	formation of the early elongation complex	women	down	#B6453A	9
F20	keap1 nfe2l2 pathway	women	down	#B6453A	9
F20	dual incision in tc ner	women	down	#B6453A	9
F20	transcriptional regulation by runx2	women	down	#B6453A	9
F20	interleukin 1 signaling	women	down	#B6453A	9
F20	c type lectin receptors clrs	women	down	#B6453A	9
F20	apoptosis	women	down	#B6453A	9
F20	dual incision in gg ner	women	down	#B6453A	9
F20	eph ephrin signaling	women	down	#B6453A	9
F20	recognition of dna damage by pcna containing replication complex	women	down	#B6453A	9
F20	hiv transcription elongation	women	down	#B6453A	9
F20	antigen processing cross presentation	women	down	#B6453A	9
F20	pink1 prkn mediated mitophagy	women	down	#B6453A	9
F20	e3 ubiquitin ligases ubiquitinate target proteins	women	down	#B6453A	9
F20	rho gtpases activate wasps and waves	women	down	#B6453A	9
F20	programmed cell death	women	down	#B6453A	9
F20	wnt5a dependent internalization of fzd4	women	down	#B6453A	9
F20	transcriptional regulation by runx3	women	down	#B6453A	9
F17	nuclear events mediated by nfe2l2	common	up	#19787F	10
F17	keap1 nfe2l2 pathway	common	up	#19787F	10
F17	cellular response to chemical stress	men	up	#4A75A9	10
F17	detoxification of reactive oxygen species	men	up	#4A75A9	10
F17	eukaryotic translation initiation	common	down	#19787F	10
F17	response of eif2ak4 gcn2 to amino acid deficiency	common	down	#19787F	10
F17	eukaryotic translation elongation	common	down	#19787F	10
F17	nonsense mediated decay nmd	common	down	#19787F	10
F17	influenza infection	common	down	#19787F	10
F17	cellular response to starvation	common	down	#19787F	10
F17	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	common	down	#19787F	10
F17	srp dependent cotranslational protein targeting to membrane	common	down	#19787F	10
F17	selenoamino acid metabolism	common	down	#19787F	10
F17	sars cov 1 modulates host translation machinery	common	down	#19787F	10
F17	rrna processing	women	down	#B6453A	10
F17	sars cov 2 modulates host translation machinery	men	down	#4A75A9	10
F17	nfe2l2 regulating anti oxidant detoxification enzymes	women	up	#B6453A	11
F17	cytochrome p450 arranged by substrate type	women	up	#B6453A	11
F17	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	11
F17	mrna splicing	common	down	#19787F	11
F17	resolution of abasic sites ap sites	common	down	#19787F	11
F17	chromatin modifying enzymes	common	down	#19787F	11
F17	rrna processing	women	down	#B6453A	11
F17	eukaryotic translation initiation	women	down	#B6453A	11
F17	response of eif2ak4 gcn2 to amino acid deficiency	women	down	#B6453A	11
F17	regulation of expression of slits and robos	women	down	#B6453A	11
F17	eukaryotic translation elongation	women	down	#B6453A	11
F17	nonsense mediated decay nmd	women	down	#B6453A	11
F17	influenza infection	women	down	#B6453A	11
F17	translation	women	down	#B6453A	11
F17	mitochondrial translation	women	down	#B6453A	11
F17	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	women	down	#B6453A	11
F17	sars cov 2 modulates host translation machinery	women	down	#B6453A	11
F17	srp dependent cotranslational protein targeting to membrane	women	down	#B6453A	11
F17	selenoamino acid metabolism	women	down	#B6453A	11
F17	dna strand elongation	women	down	#B6453A	11
F17	sars cov 1 modulates host translation machinery	women	down	#B6453A	11
F17	resolution of ap sites via the multiple nucleotide patch replacement pathway	women	down	#B6453A	11
F17	epigenetic regulation of gene expression	women	down	#B6453A	11
F17	lagging strand synthesis	women	down	#B6453A	11
F17	rrna modification in the nucleus and cytosol	women	down	#B6453A	11
F17	trna processing	women	down	#B6453A	11
F17	sumoylation of transcription cofactors	men	down	#4A75A9	11
F17	processing of capped intron containing pre mrna	men	down	#4A75A9	11
F17	base excision repair	men	down	#4A75A9	11
F17	nfe2l2 regulating anti oxidant detoxification enzymes	women	up	#B6453A	12
F17	dectin 2 family	women	up	#B6453A	12
F17	cytochrome p450 arranged by substrate type	women	up	#B6453A	12
F17	phase i functionalization of compounds	women	up	#B6453A	12
F17	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	12
F17	binding and uptake of ligands by scavenger receptors	women	up	#B6453A	12
F17	translation	common	down	#19787F	12
F17	mitochondrial translation	common	down	#19787F	12
F17	respiratory electron transport	common	down	#19787F	12
F17	base excision repair	common	down	#19787F	12
F17	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	common	down	#19787F	12
F17	complex i biogenesis	common	down	#19787F	12
F17	s phase	women	down	#B6453A	12
F17	synthesis of dna	women	down	#B6453A	12
F17	global genome nucleotide excision repair gg ner	women	down	#B6453A	12
F17	dna replication	women	down	#B6453A	12
F17	transcription coupled nucleotide excision repair tc ner	women	down	#B6453A	12
F17	nucleotide excision repair	women	down	#B6453A	12
F17	cell cycle mitotic	women	down	#B6453A	12
F17	dna repair	women	down	#B6453A	12
F17	dual incision in tc ner	women	down	#B6453A	12
F17	g2 m dna damage checkpoint	women	down	#B6453A	12
F17	cell cycle checkpoints	women	down	#B6453A	12
F17	mitotic spindle checkpoint	women	down	#B6453A	12
