term1	term2	sex	nes	ids	colors
Crohn's disease	cyanocobalamin	women	0	5	#000000
Acute myocardial infarction	isosorbide	women	0	5	#000000
Acute myocardial infarction	lisinopril	women	0	5	#000000
Acute myocardial infarction	trandolapril	women	0	5	#000000
Acute myocardial infarction	verapamil	women	0	5	#000000
Chronic atrial fibrillation	verapamil	women	0	5	#000000
Peripheral vascular disorder	verapamil	women	0	5	#000000
Asthma	verapamil	women	0	5	#000000
Atrial fibrillation and flutter	amiodarone	women	0	5	#000000
Asthma	amiodarone	women	0	5	#000000
Chronic atrial fibrillation	digoxin	women	0	5	#000000
Intermittent claudication	cilostazol	women	0	5	#000000
Acrocyanosis	arginine	women	0	5	#000000
Sinusitis	moxifloxacin	women	0	5	#000000
Acne	moxifloxacin	women	0	5	#000000
Sinusitis	acetaminophen	women	0	5	#000000
Osteoarthritis	acetaminophen	women	0	5	#000000
Sinusitis	mometasone	women	0	5	#000000
Asthma	mometasone	women	0	5	#000000
Psoriasis	mometasone	women	0	5	#000000
Asthma	choline	women	0	5	#000000
Alcoholic liver disease	choline	women	0	5	#000000
Asthma	ketorolac	women	0	5	#000000
Osteoarthritis	ketorolac	women	0	5	#000000
Asthma	budesonide	women	0	5	#000000
Crohn's disease	budesonide	women	0	5	#000000
Colitis ulcerative	budesonide	women	0	5	#000000
Asthma	flunisolide	women	0	5	#000000
Asthma	ciclesonide	women	0	5	#000000
Asthma	n-acetylcysteine	women	0	5	#000000
Interstitial lung disease	dabrafenib	women	0	5	#000000
Interstitial lung disease	trametinib	women	0	5	#000000
Cheilosis	pyridoxine	women	0	5	#000000
Crohn's disease	azathioprine	women	0	5	#000000
Colitis ulcerative	azathioprine	women	0	5	#000000
Systemic lupus erythematosus	azathioprine	women	0	5	#000000
Dermatomyositis	azathioprine	women	0	5	#000000
Colitis ulcerative	balsalazide	women	0	5	#000000
Colitis ulcerative	indomethacin	women	0	5	#000000
Osteoarthritis	indomethacin	women	0	5	#000000
Colitis ulcerative	olsalazine	women	0	5	#000000
Irritable bowel syndrome	lubiprostone	women	0	5	#000000
Psoriatic arthropathy	leflunomide	women	0	5	#000000
Psoriatic arthropathy	auranofin	women	0	5	#000000
Psoriatic arthropathy	apremilast	women	0	5	#000000
Psoriasis	calcipotriol	women	0	5	#000000
Psoriasis	hydrocortisone	women	0	5	#000000
Psoriasis	acitretin	women	0	5	#000000
Psoriasis	amcinonide	women	0	5	#000000
Psoriasis	tazarotene	women	0	5	#000000
Acne vulgaris	tazarotene	women	0	5	#000000
Seborrhoeic keratosis	tazarotene	women	0	5	#000000
Psoriasis	fluocinonide	women	0	5	#000000
Psoriasis	betamethasone	women	0	5	#000000
Acne vulgaris	adapalene	women	0	5	#000000
Acne vulgaris	retinol	women	0	5	#000000
Acne	ofloxacin	women	0	5	#000000
Cystitis	ofloxacin	women	0	5	#000000
Rosacea	loteprednol	women	0	5	#000000
Rosacea	rescinnamine	women	0	5	#000000
Osteoarthritis	ketoprofen	women	0	5	#000000
Osteoarthritis	ciprofloxacin	women	0	5	#000000
Cystitis	ciprofloxacin	women	0	5	#000000
Osteoarthritis	rofecoxib	women	0	5	#000000
Osteoarthritis	fenoprofen	women	0	5	#000000
Osteoarthritis	etoricoxib	women	0	5	#000000
Osteoarthritis	oxaprozin	women	0	5	#000000
Osteoarthritis	celecoxib	women	0	5	#000000
Osteoarthritis	piroxicam	women	0	5	#000000
Osteoarthritis	diflunisal	women	0	5	#000000
Osteoarthritis	meloxicam	women	0	5	#000000
Osteoarthritis	tenoxicam	women	0	5	#000000
Osteoarthritis	naproxen	women	0	5	#000000
Osteoarthritis	salsalate	women	0	5	#000000
Osteoarthritis	tolmetin	women	0	5	#000000
Osteoarthritis	nabumetone	women	0	5	#000000
Osteoarthritis	etodolac	women	0	5	#000000
Osteoarthritis	sulindac	women	0	5	#000000
Systemic lupus erythematosus	sulindac	women	0	5	#000000
Mixed connective tissue disease	sulindac	women	0	5	#000000
Osteoarthritis	meclofenamate	women	0	5	#000000
Systemic lupus erythematosus	hydroxychloroquine	women	0	5	#000000
Cystitis	norfloxacin	women	0	5	#000000
Cystitis	lomefloxacin	women	0	5	#000000
Endometriosis	norethisterone	women	0	5	#000000
Kidney transplant rejection	rapamycin	women	0	5	#000000
Trachoma	doxycycline	men	0	5	#000000
Sinusitis	doxycycline	men	0	5	#000000
Acne	doxycycline	men	0	5	#000000
Rosacea	doxycycline	men	0	5	#000000
Cystitis	doxycycline	men	0	5	#000000
Hepatitis C	ribavirin	men	0	5	#000000
Malignant neoplasm of esophagus	irinotecan	men	0	5	#000000
Malignant neoplasm of pancreas	irinotecan	men	0	5	#000000
Lung neoplasm malignant	irinotecan	men	0	5	#000000
Malignant neoplasm of esophagus	5-fu	men	0	5	#000000
Colon cancer	5-fu	men	0	5	#000000
Seborrhoeic keratosis	5-fu	men	0	5	#000000
Gastric cancer	doxorubicin	men	0	5	#000000
Hepatic cancer	doxorubicin	men	0	5	#000000
Lung neoplasm malignant	doxorubicin	men	0	5	#000000
Breast cancer	doxorubicin	men	0	5	#000000
Prostate cancer	doxorubicin	men	0	5	#000000
Bladder cancer	doxorubicin	men	0	5	#000000
Thyroid cancer	doxorubicin	men	0	5	#000000
Plasma cell myeloma	doxorubicin	men	0	5	#000000
Acute myeloid leukaemia	doxorubicin	men	0	5	#000000
Colon cancer	capecitabine	men	0	5	#000000
Breast cancer	capecitabine	men	0	5	#000000
Hepatic cancer	mitoxantrone	men	0	5	#000000
Breast cancer	mitoxantrone	men	0	5	#000000
Prostate cancer	mitoxantrone	men	0	5	#000000
Acute myeloid leukaemia	mitoxantrone	men	0	5	#000000
Multiple sclerosis	mitoxantrone	men	0	5	#000000
Hepatic cancer	etoposide	men	0	5	#000000
Prostate cancer	etoposide	men	0	5	#000000
Bladder cancer	etoposide	men	0	5	#000000
Malignant neoplasm of pancreas	topotecan	men	0	5	#000000
Lung neoplasm malignant	topotecan	men	0	5	#000000
Plasma cell myeloma	topotecan	men	0	5	#000000
Lung neoplasm malignant	sunitinib	men	0	5	#000000
Gastrointestinal stromal tumour	sunitinib	men	0	5	#000000
Lung neoplasm malignant	vinorelbine	men	0	5	#000000
Breast cancer	vinorelbine	men	0	5	#000000
Lung neoplasm malignant	teniposide	men	0	5	#000000
Lung neoplasm malignant	hydroxyurea	men	0	5	#000000
Chronic myeloid leukaemia	hydroxyurea	men	0	5	#000000
Myeloproliferative disorder	hydroxyurea	men	0	5	#000000
Sickle cell anaemia	hydroxyurea	men	0	5	#000000
Breast cancer	raltitrexed	men	0	5	#000000
Breast cancer	idarubicin	men	0	5	#000000
Acute myeloid leukaemia	idarubicin	men	0	5	#000000
Breast cancer	dexrazoxane	men	0	5	#000000
Breast cancer	pemetrexed	men	0	5	#000000
Prostate cancer	cabazitaxel	men	0	5	#000000
Peripheral T-cell lymphoma unspecified	pralatrexate	men	0	5	#000000
Plasma cell myeloma	lenalidomide	men	0	5	#000000
Plasma cell myeloma	pomalidomide	men	0	5	#000000
Plasma cell myeloma	carfilzomib	men	0	5	#000000
Plasma cell myeloma	bortezomib	men	0	5	#000000
Acute myeloid leukaemia	clofarabine	men	0	5	#000000
Acute myeloid leukaemia	cytarabine	men	0	5	#000000
Acute myeloid leukaemia	5-azacytidine	men	0	5	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	men	0	5	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	men	0	5	#000000
Myeloproliferative disorder	5-azacytidine	men	0	5	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	men	0	5	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	men	0	5	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	men	0	5	#000000
Acute myeloid leukaemia	6-mercaptopurine	men	0	5	#000000
Leukopenia	procainamide	men	0	5	#000000
Blood disorder	procainamide	men	0	5	#000000
Type 1 diabetes mellitus	captopril	men	0	5	#000000
Type 2 diabetes mellitus	captopril	men	0	5	#000000
Collagen-vascular disease	captopril	men	0	5	#000000
Type 1 diabetes mellitus	metformin	men	0	5	#000000
Type 2 diabetes mellitus	metformin	men	0	5	#000000
Type 1 diabetes mellitus	glipizide	men	0	5	#000000
Type 2 diabetes mellitus	glipizide	men	0	5	#000000
Type 1 diabetes mellitus	repaglinide	men	0	5	#000000
Type 2 diabetes mellitus	repaglinide	men	0	5	#000000
Type 1 diabetes mellitus	pioglitazone	men	0	5	#000000
Type 2 diabetes mellitus	pioglitazone	men	0	5	#000000
Type 2 diabetes mellitus	orlistat	men	0	5	#000000
Type 2 diabetes mellitus	gliclazide	men	0	5	#000000
Type 2 diabetes mellitus	nateglinide	men	0	5	#000000
Type 2 diabetes mellitus	fenofibrate	men	0	5	#000000
Peripheral vascular disorder	fenofibrate	men	0	5	#000000
Type 2 diabetes mellitus	telmisartan	men	0	5	#000000
Schizophrenia	reserpine	men	0	5	#000000
Atrial fibrillation and flutter	amiodarone	men	0	5	#000000
Asthma	amiodarone	men	0	5	#000000
Sinusitis	moxifloxacin	men	0	5	#000000
Acne	moxifloxacin	men	0	5	#000000
Asthma	choline	men	0	5	#000000
Alcoholic liver disease	choline	men	0	5	#000000
Asthma	zileuton	men	0	5	#000000
Asthma	montelukast	men	0	5	#000000
Asthma	n-acetylcysteine	men	0	5	#000000
Interstitial lung disease	dabrafenib	men	0	5	#000000
Interstitial lung disease	trametinib	men	0	5	#000000
Colitis ulcerative	balsalazide	men	0	5	#000000
Colitis ulcerative	indomethacin	men	0	5	#000000
Osteoarthritis	indomethacin	men	0	5	#000000
Acne	ofloxacin	men	0	5	#000000
Cystitis	ofloxacin	men	0	5	#000000
Osteoarthritis	ciprofloxacin	men	0	5	#000000
Cystitis	ciprofloxacin	men	0	5	#000000
Osteoarthritis	rofecoxib	men	0	5	#000000
Osteoarthritis	fenoprofen	men	0	5	#000000
Osteoarthritis	etoricoxib	men	0	5	#000000
Osteoarthritis	oxaprozin	men	0	5	#000000
Systemic lupus erythematosus	hydroxychloroquine	men	0	5	#000000
Cystitis	norfloxacin	men	0	5	#000000
Cystitis	lomefloxacin	men	0	5	#000000
Endometriosis	norethisterone	men	0	5	#000000
Trachoma	doxycycline	women	0	6	#000000
Sinusitis	doxycycline	women	0	6	#000000
Acne	doxycycline	women	0	6	#000000
Rosacea	doxycycline	women	0	6	#000000
Cystitis	doxycycline	women	0	6	#000000
Trachoma	azithromycin	women	0	6	#000000
Acne	azithromycin	women	0	6	#000000
Hepatitis C	ribavirin	women	0	6	#000000
Malignant neoplasm of esophagus	irinotecan	women	0	6	#000000
Malignant neoplasm of pancreas	irinotecan	women	0	6	#000000
Lung neoplasm malignant	irinotecan	women	0	6	#000000
Gastric cancer	doxorubicin	women	0	6	#000000
Hepatic cancer	doxorubicin	women	0	6	#000000
Lung neoplasm malignant	doxorubicin	women	0	6	#000000
Breast cancer	doxorubicin	women	0	6	#000000
Prostate cancer	doxorubicin	women	0	6	#000000
Bladder cancer	doxorubicin	women	0	6	#000000
Thyroid cancer	doxorubicin	women	0	6	#000000
Plasma cell myeloma	doxorubicin	women	0	6	#000000
Acute myeloid leukaemia	doxorubicin	women	0	6	#000000
Hepatic cancer	mitoxantrone	women	0	6	#000000
Breast cancer	mitoxantrone	women	0	6	#000000
Prostate cancer	mitoxantrone	women	0	6	#000000
Acute myeloid leukaemia	mitoxantrone	women	0	6	#000000
Multiple sclerosis	mitoxantrone	women	0	6	#000000
Hepatic cancer	etoposide	women	0	6	#000000
Prostate cancer	etoposide	women	0	6	#000000
Bladder cancer	etoposide	women	0	6	#000000
Malignant neoplasm of pancreas	topotecan	women	0	6	#000000
Lung neoplasm malignant	topotecan	women	0	6	#000000
Plasma cell myeloma	topotecan	women	0	6	#000000
Lung neoplasm malignant	vinorelbine	women	0	6	#000000
Breast cancer	vinorelbine	women	0	6	#000000
Lung neoplasm malignant	teniposide	women	0	6	#000000
Breast cancer	idarubicin	women	0	6	#000000
Acute myeloid leukaemia	idarubicin	women	0	6	#000000
Breast cancer	dexrazoxane	women	0	6	#000000
Breast cancer	ixabepilone	women	0	6	#000000
Plasma cell myeloma	lenalidomide	women	0	6	#000000
Plasma cell myeloma	pomalidomide	women	0	6	#000000
Plasma cell myeloma	carfilzomib	women	0	6	#000000
Plasma cell myeloma	bortezomib	women	0	6	#000000
Acute myeloid leukaemia	clofarabine	women	0	6	#000000
Acute myeloid leukaemia	cytarabine	women	0	6	#000000
Acute myeloid leukaemia	5-azacytidine	women	0	6	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	women	0	6	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	women	0	6	#000000
Myeloproliferative disorder	5-azacytidine	women	0	6	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	women	0	6	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	women	0	6	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	women	0	6	#000000
Acute myeloid leukaemia	6-mercaptopurine	women	0	6	#000000
Leukopenia	procainamide	women	0	6	#000000
Blood disorder	procainamide	women	0	6	#000000
Type 1 diabetes mellitus	metformin	women	0	6	#000000
Type 2 diabetes mellitus	metformin	women	0	6	#000000
Type 1 diabetes mellitus	glipizide	women	0	6	#000000
Type 2 diabetes mellitus	glipizide	women	0	6	#000000
Type 1 diabetes mellitus	repaglinide	women	0	6	#000000
Type 2 diabetes mellitus	repaglinide	women	0	6	#000000
Type 1 diabetes mellitus	pioglitazone	women	0	6	#000000
Type 2 diabetes mellitus	pioglitazone	women	0	6	#000000
Type 2 diabetes mellitus	gliclazide	women	0	6	#000000
Type 2 diabetes mellitus	nateglinide	women	0	6	#000000
Type 2 diabetes mellitus	fenofibrate	women	0	6	#000000
Peripheral vascular disorder	fenofibrate	women	0	6	#000000
Type 2 diabetes mellitus	telmisartan	women	0	6	#000000
Type 2 diabetes mellitus	mifepristone	women	0	6	#000000
Motor neurone disease	riluzole	women	0	6	#000000
Neurodegenerative disorder	riluzole	women	0	6	#000000
Acrocyanosis	arginine	women	0	6	#000000
Sinusitis	moxifloxacin	women	0	6	#000000
Acne	moxifloxacin	women	0	6	#000000
Sinusitis	mometasone	women	0	6	#000000
Asthma	mometasone	women	0	6	#000000
Psoriasis	mometasone	women	0	6	#000000
Sinusitis	roxithromycin	women	0	6	#000000
Interstitial lung disease	dabrafenib	women	0	6	#000000
Interstitial lung disease	trametinib	women	0	6	#000000
Colitis ulcerative	balsalazide	women	0	6	#000000
Colitis ulcerative	indomethacin	women	0	6	#000000
Osteoarthritis	indomethacin	women	0	6	#000000
Acne	ofloxacin	women	0	6	#000000
Cystitis	ofloxacin	women	0	6	#000000
Osteoarthritis	ketoprofen	women	0	6	#000000
Osteoarthritis	ciprofloxacin	women	0	6	#000000
Cystitis	ciprofloxacin	women	0	6	#000000
Osteoarthritis	rofecoxib	women	0	6	#000000
Osteoarthritis	fenoprofen	women	0	6	#000000
Osteoarthritis	celecoxib	women	0	6	#000000
Cystitis	norfloxacin	women	0	6	#000000
Cystitis	lomefloxacin	women	0	6	#000000
Endometriosis	norethisterone	women	0	6	#000000
Hepatitis C	ribavirin	men	0	6	#000000
Malignant neoplasm of esophagus	irinotecan	men	0	6	#000000
Malignant neoplasm of pancreas	irinotecan	men	0	6	#000000
Lung neoplasm malignant	irinotecan	men	0	6	#000000
Gastric cancer	doxorubicin	men	0	6	#000000
Hepatic cancer	doxorubicin	men	0	6	#000000
Lung neoplasm malignant	doxorubicin	men	0	6	#000000
Breast cancer	doxorubicin	men	0	6	#000000
Prostate cancer	doxorubicin	men	0	6	#000000
Bladder cancer	doxorubicin	men	0	6	#000000
Thyroid cancer	doxorubicin	men	0	6	#000000
Plasma cell myeloma	doxorubicin	men	0	6	#000000
Acute myeloid leukaemia	doxorubicin	men	0	6	#000000
Hepatic cancer	mitoxantrone	men	0	6	#000000
Breast cancer	mitoxantrone	men	0	6	#000000
Prostate cancer	mitoxantrone	men	0	6	#000000
Acute myeloid leukaemia	mitoxantrone	men	0	6	#000000
Multiple sclerosis	mitoxantrone	men	0	6	#000000
Hepatic cancer	etoposide	men	0	6	#000000
Prostate cancer	etoposide	men	0	6	#000000
Bladder cancer	etoposide	men	0	6	#000000
Malignant neoplasm of pancreas	topotecan	men	0	6	#000000
Lung neoplasm malignant	topotecan	men	0	6	#000000
Plasma cell myeloma	topotecan	men	0	6	#000000
Lung neoplasm malignant	teniposide	men	0	6	#000000
Breast cancer	idarubicin	men	0	6	#000000
Acute myeloid leukaemia	idarubicin	men	0	6	#000000
Breast cancer	dexrazoxane	men	0	6	#000000
Breast cancer	ixabepilone	men	0	6	#000000
Breast cancer	pamidronate	men	0	6	#000000
Plasma cell myeloma	pamidronate	men	0	6	#000000
Plasma cell myeloma	lenalidomide	men	0	6	#000000
Plasma cell myeloma	carfilzomib	men	0	6	#000000
Plasma cell myeloma	bortezomib	men	0	6	#000000
Acute myeloid leukaemia	clofarabine	men	0	6	#000000
Acute myeloid leukaemia	cytarabine	men	0	6	#000000
Acute myeloid leukaemia	5-azacytidine	men	0	6	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	men	0	6	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	men	0	6	#000000
Myeloproliferative disorder	5-azacytidine	men	0	6	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	men	0	6	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	men	0	6	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	men	0	6	#000000
Acute myeloid leukaemia	6-mercaptopurine	men	0	6	#000000
Leukopenia	procainamide	men	0	6	#000000
Blood disorder	procainamide	men	0	6	#000000
Type 1 diabetes mellitus	saxagliptin	men	0	6	#000000
Type 2 diabetes mellitus	saxagliptin	men	0	6	#000000
Type 1 diabetes mellitus	metformin	men	0	6	#000000
Type 2 diabetes mellitus	metformin	men	0	6	#000000
Type 1 diabetes mellitus	glipizide	men	0	6	#000000
Type 2 diabetes mellitus	glipizide	men	0	6	#000000
Type 1 diabetes mellitus	repaglinide	men	0	6	#000000
Type 2 diabetes mellitus	repaglinide	men	0	6	#000000
Type 1 diabetes mellitus	pioglitazone	men	0	6	#000000
Type 2 diabetes mellitus	pioglitazone	men	0	6	#000000
Type 2 diabetes mellitus	vildagliptin	men	0	6	#000000
Type 2 diabetes mellitus	nateglinide	men	0	6	#000000
Type 2 diabetes mellitus	fenofibrate	men	0	6	#000000
Peripheral vascular disorder	fenofibrate	men	0	6	#000000
Motor neurone disease	riluzole	men	0	6	#000000
Neurodegenerative disorder	riluzole	men	0	6	#000000
Sinusitis	moxifloxacin	men	0	6	#000000
Acne	moxifloxacin	men	0	6	#000000
Interstitial lung disease	trametinib	men	0	6	#000000
Acne	ofloxacin	men	0	6	#000000
Cystitis	ofloxacin	men	0	6	#000000
Osteoarthritis	ciprofloxacin	men	0	6	#000000
Cystitis	ciprofloxacin	men	0	6	#000000
Cystitis	norfloxacin	men	0	6	#000000
Cystitis	lomefloxacin	men	0	6	#000000
Endometriosis	norethisterone	men	0	6	#000000
Hepatitis C	ribavirin	women	0	7	#000000
Bronchopulmonary aspergillosis allergic	prednisolone	women	0	7	#000000
Mycosis fungoides	prednisolone	women	0	7	#000000
Blood disorder	prednisolone	women	0	7	#000000
Sarcoidosis	prednisolone	women	0	7	#000000
Multiple sclerosis	prednisolone	women	0	7	#000000
Asthma	prednisolone	women	0	7	#000000
Organising pneumonia	prednisolone	women	0	7	#000000
Crohn's disease	prednisolone	women	0	7	#000000
Colitis ulcerative	prednisolone	women	0	7	#000000
Psoriatic arthropathy	prednisolone	women	0	7	#000000
Rosacea	prednisolone	women	0	7	#000000
Osteoarthritis	prednisolone	women	0	7	#000000
Systemic lupus erythematosus	prednisolone	women	0	7	#000000
Dermatomyositis	prednisolone	women	0	7	#000000
Polymyalgia rheumatica	prednisolone	women	0	7	#000000
Malignant neoplasm of esophagus	irinotecan	women	0	7	#000000
Malignant neoplasm of pancreas	irinotecan	women	0	7	#000000
Lung neoplasm malignant	irinotecan	women	0	7	#000000
Malignant neoplasm of esophagus	methotrexate	women	0	7	#000000
Lung neoplasm malignant	methotrexate	women	0	7	#000000
Breast cancer	methotrexate	women	0	7	#000000
Bladder cancer	methotrexate	women	0	7	#000000
Mycosis fungoides	methotrexate	women	0	7	#000000
Psoriatic arthropathy	methotrexate	women	0	7	#000000
Malignant neoplasm of esophagus	5-fu	women	0	7	#000000
Colon cancer	5-fu	women	0	7	#000000
Seborrhoeic keratosis	5-fu	women	0	7	#000000
Gastric cancer	doxorubicin	women	0	7	#000000
Hepatic cancer	doxorubicin	women	0	7	#000000
Lung neoplasm malignant	doxorubicin	women	0	7	#000000
Breast cancer	doxorubicin	women	0	7	#000000
Prostate cancer	doxorubicin	women	0	7	#000000
Bladder cancer	doxorubicin	women	0	7	#000000
Thyroid cancer	doxorubicin	women	0	7	#000000
Plasma cell myeloma	doxorubicin	women	0	7	#000000
Acute myeloid leukaemia	doxorubicin	women	0	7	#000000
Colon cancer	capecitabine	women	0	7	#000000
Breast cancer	capecitabine	women	0	7	#000000
Hepatic cancer	mitoxantrone	women	0	7	#000000
Breast cancer	mitoxantrone	women	0	7	#000000
Prostate cancer	mitoxantrone	women	0	7	#000000
Acute myeloid leukaemia	mitoxantrone	women	0	7	#000000
Multiple sclerosis	mitoxantrone	women	0	7	#000000
